,,QueueLength,TimeStamp
1.74798E+11,457061,,
1.74819E+11,466008,,
1.74863E+11,463383,,
1.74868E+11,447470,,
1.74956E+11,466518,,
1.75008E+11,451498,,
1.75009E+11,486696,,
1.75037E+11,449177,,
1.75062E+11,451606,,
1.75063E+11,456078,,
1.75064E+11,457499,,
1.751E+11,454541,,
1.7515E+11,463134,,
1.75235E+11,462523,,
1.75348E+11,455278,,
1.75375E+11,454502,,
1.75396E+11,460444,14744815,1.75857E+11
1.75413E+11,464401,,
1.75463E+11,455156,,
1.75496E+11,463220,,
1.75563E+11,447681,,
1.75596E+11,469691,,
1.75605E+11,462688,,
1.75614E+11,465592,,
1.75645E+11,453296,,
1.75655E+11,462451,,
1.75669E+11,455676,,
1.75711E+11,453593,,
1.75737E+11,456293,,
1.75795E+11,465877,,
1.75799E+11,458958,,
1.75803E+11,459748,,
1.75825E+11,468751,,
1.75869E+11,466144,,
1.75876E+11,450140,,
1.75964E+11,469299,,
1.76014E+11,454179,,
1.76018E+11,489466,,
1.76043E+11,451897,,
1.7607E+11,460146,,
1.76071E+11,458718,,
1.76071E+11,454275,,
1.76108E+11,457256,,
1.76156E+11,465912,,
1.76244E+11,465255,,
1.76367E+11,458032,,
1.76379E+11,457217,,
1.764E+11,463363,,
1.76418E+11,467094,14838774,1.76896E+11
1.76468E+11,457749,,
1.76503E+11,466031,,
1.76568E+11,450495,,
1.76604E+11,472444,,
1.76612E+11,465381,,
1.76622E+11,468299,,
1.76652E+11,456030,,
1.7666E+11,465206,,
1.76676E+11,458394,,
1.76719E+11,456284,,
1.76747E+11,458960,,
1.768E+11,468584,,
1.76804E+11,461763,,
1.7681E+11,462768,,
1.7683E+11,471476,,
1.76875E+11,468905,,
1.76885E+11,452741,,
1.76971E+11,472083,,
1.77018E+11,456901,,
1.77027E+11,492084,,
1.77048E+11,454521,,
1.77075E+11,463109,,
1.77078E+11,456986,,
1.77079E+11,461562,,
1.77115E+11,459851,,
1.77161E+11,468633,,
1.77253E+11,468084,,
1.77383E+11,460589,,
1.77385E+11,459824,,
1.77405E+11,466130,,
1.77423E+11,469813,,
1.77473E+11,460365,14920817,1.77936E+11
1.77508E+11,468770,,
1.77573E+11,453139,,
1.77618E+11,475116,,
1.7762E+11,468155,,
1.7763E+11,471224,,
1.77657E+11,458620,,
1.77665E+11,468035,,
1.77684E+11,461135,,
1.77726E+11,458942,,
1.77756E+11,461774,,
1.77805E+11,471353,,
1.77809E+11,464629,,
1.77816E+11,465458,,
1.77836E+11,474289,,
1.77881E+11,471652,,
1.77894E+11,455378,,
1.77979E+11,474720,,
1.78023E+11,459652,,
1.78036E+11,494892,,
1.78054E+11,457225,,
1.78082E+11,465878,,
1.78085E+11,459709,,
1.78086E+11,464359,,
1.78124E+11,462920,,
1.78167E+11,471383,,
1.78263E+11,470933,,
1.78391E+11,462883,,
1.78391E+11,463540,,
1.78411E+11,468889,,
1.78427E+11,472528,,
1.78478E+11,463272,,
1.78512E+11,471487,15020398,1.78975E+11
1.78579E+11,455842,,
1.78625E+11,477798,,
1.78629E+11,471078,,
1.78641E+11,473950,,
1.78662E+11,461482,,
1.78671E+11,470810,,
1.7869E+11,463929,,
1.78733E+11,461754,,
1.78765E+11,464655,,
1.7881E+11,474227,,
1.78815E+11,467305,,
1.78821E+11,468197,,
1.78842E+11,477043,,
1.78886E+11,474345,,
1.78902E+11,458224,,
1.78988E+11,477453,,
1.79029E+11,462548,,
1.79045E+11,497621,,
1.79058E+11,459835,,
1.79088E+11,468583,,
1.79093E+11,462688,,
1.79094E+11,467063,,
1.79133E+11,465660,,
1.79172E+11,474249,,
1.79272E+11,473531,,
1.79397E+11,465595,,
1.79408E+11,466261,,
1.79416E+11,471629,,
1.79433E+11,475186,,
1.79483E+11,466076,,
1.79518E+11,474294,,
1.79584E+11,458466,15094701,1.80015E+11
1.79633E+11,480545,,
1.79637E+11,473690,,
1.79648E+11,476535,,
1.79667E+11,464259,,
1.79677E+11,473411,,
1.79698E+11,466650,,
1.79742E+11,464625,,
1.79773E+11,467343,,
1.79817E+11,476869,,
1.7982E+11,470046,,
1.79827E+11,471135,,
1.79847E+11,479637,,
1.79892E+11,477211,,
1.79909E+11,460809,,
1.79996E+11,480298,,
1.80035E+11,465266,,
1.80052E+11,500312,,
1.80063E+11,462887,,
1.80092E+11,471354,,
1.80101E+11,465382,,
1.80104E+11,469804,,
1.80141E+11,468349,,
1.80178E+11,476919,,
1.8028E+11,476155,,
1.80402E+11,468298,,
1.80415E+11,469079,,
1.80421E+11,474336,,
1.80438E+11,477865,,
1.80488E+11,468819,,
1.80523E+11,477062,,
1.80589E+11,461285,,
1.80641E+11,483299,15206575,1.81055E+11
1.80644E+11,476290,,
1.80656E+11,479180,,
1.80672E+11,466933,,
1.80682E+11,476040,,
1.80706E+11,469411,,
1.8075E+11,467314,,
1.80782E+11,470101,,
1.80822E+11,479447,,
1.80826E+11,472692,,
1.80833E+11,473754,,
1.80854E+11,482258,,
1.80897E+11,479855,,
1.80917E+11,463683,,
1.81005E+11,482974,,
1.81039E+11,468087,,
1.81062E+11,502993,,
1.81068E+11,465594,,
1.81098E+11,474225,,
1.81109E+11,468155,,
1.81112E+11,472526,,
1.81148E+11,471246,,
1.81183E+11,479487,,
1.81289E+11,478850,,
1.81407E+11,471214,,
1.81423E+11,471843,,
1.81426E+11,477192,,
1.81444E+11,480586,,
1.81493E+11,471546,,
1.81528E+11,479647,,
1.81595E+11,464085,,
1.8165E+11,486068,,
1.81652E+11,478990,15288452,1.82093E+11
1.81664E+11,481853,,
1.81676E+11,469679,,
1.81688E+11,478732,,
1.81714E+11,472197,,
1.81758E+11,470064,,
1.8179E+11,472749,,
1.81827E+11,482095,,
1.81831E+11,475403,,
1.81839E+11,476351,,
1.81858E+11,484963,,
1.81902E+11,482420,,
1.81926E+11,466377,,
1.82014E+11,485654,,
1.82045E+11,470924,,
1.8207E+11,505607,,
1.82073E+11,468291,,
1.82104E+11,476854,,
1.82117E+11,471076,,
1.8212E+11,475200,,
1.82156E+11,474008,,
1.82188E+11,482136,,
1.82297E+11,481591,,
1.82413E+11,473923,,
1.8243E+11,474473,,
1.82431E+11,479827,,
1.82449E+11,483344,,
1.82498E+11,474313,,
1.82533E+11,482259,,
1.826E+11,466747,,
1.82658E+11,488670,,
1.8266E+11,481682,,
1.82671E+11,484571,15379893,1.83132E+11
1.82682E+11,472427,,
1.82694E+11,481449,,
1.82723E+11,474843,,
1.82765E+11,472717,,
1.82798E+11,475473,,
1.82833E+11,484835,,
1.82836E+11,478061,,
1.82844E+11,479026,,
1.82863E+11,487586,,
1.82909E+11,485124,,
1.82934E+11,469205,,
1.83022E+11,488236,,
1.8305E+11,473507,,
1.83077E+11,508315,,
1.83079E+11,471212,,
1.83112E+11,479447,,
1.83125E+11,473686,,
1.8313E+11,477891,,
1.83163E+11,476590,,
1.83194E+11,484869,,
1.83315E+11,484192,,
1.83419E+11,476509,,
1.83436E+11,482387,,
1.83438E+11,477341,,
1.83454E+11,486104,,
1.83504E+11,477106,,
1.83538E+11,484965,,
1.83606E+11,469502,,
1.83668E+11,491271,,
1.83668E+11,484331,,
1.8368E+11,487115,,
1.83688E+11,475081,15455402,1.84171E+11
1.837E+11,483988,,
1.83732E+11,477550,,
1.83772E+11,475441,,
1.83806E+11,478122,,
1.83838E+11,487398,,
1.83842E+11,480738,,
1.83848E+11,481710,,
1.83869E+11,490135,,
1.83915E+11,487788,,
1.83943E+11,471971,,
1.8403E+11,490901,,
1.84055E+11,476128,,
1.84085E+11,473916,,
1.84085E+11,511055,,
1.84117E+11,482092,,
1.84132E+11,476288,,
1.84138E+11,480604,,
1.84172E+11,479231,,
1.84198E+11,487437,,
1.84323E+11,486807,,
1.84425E+11,479155,,
1.84441E+11,485102,,
1.84448E+11,480094,,
1.84461E+11,488712,,
1.84511E+11,479713,,
1.84544E+11,487586,,
1.84612E+11,472275,,
1.84675E+11,493992,,
1.84676E+11,486886,,
1.84687E+11,489752,,
1.84694E+11,477754,,
1.84705E+11,486713,15552575,1.85209E+11
1.84739E+11,480388,,
1.8478E+11,478092,,
1.84814E+11,480806,,
1.84842E+11,489930,,
1.84847E+11,483491,,
1.84854E+11,484365,,
1.84873E+11,492820,,
1.8492E+11,490329,,
1.84952E+11,474625,,
1.85038E+11,493542,,
1.8506E+11,478814,,
1.85089E+11,476493,,
1.85093E+11,513655,,
1.85123E+11,484830,,
1.85139E+11,478971,,
1.85149E+11,483382,,
1.8518E+11,481897,,
1.85203E+11,489975,,
1.85332E+11,489608,,
1.8543E+11,481820,,
1.85446E+11,487756,,
1.85456E+11,482690,,
1.85466E+11,491294,,
1.85517E+11,482309,,
1.85549E+11,490137,,
1.85616E+11,474910,,
1.85683E+11,489665,,
1.85684E+11,496666,,
1.85696E+11,492602,,
1.85699E+11,480514,,
1.85711E+11,489486,,
1.85748E+11,483089,15634890,1.86248E+11
1.85788E+11,480779,,
1.85822E+11,483557,,
1.85847E+11,492741,,
1.85854E+11,486262,,
1.8586E+11,486904,,
1.85879E+11,495655,,
1.85926E+11,492955,,
1.8596E+11,477392,,
1.86046E+11,496198,,
1.86065E+11,481544,,
1.86093E+11,479140,,
1.86101E+11,515927,,
1.86127E+11,487385,,
1.86147E+11,481675,,
1.86157E+11,486153,,
1.86189E+11,484634,,
1.86209E+11,492769,,
1.8634E+11,492301,,
1.86436E+11,484523,,
1.86452E+11,490297,,
1.86463E+11,485358,,
1.86471E+11,494007,,
1.86522E+11,485013,,
1.86554E+11,492821,,
1.86623E+11,477609,,
1.86692E+11,492419,,
1.86692E+11,499329,,
1.86705E+11,483256,,
1.86709E+11,495306,,
1.86716E+11,492088,,
1.86756E+11,485804,,
1.86797E+11,483533,15722035,1.87288E+11
1.86831E+11,486337,,
1.86851E+11,495493,,
1.86859E+11,488923,,
1.86865E+11,489674,,
1.86884E+11,498369,,
1.86931E+11,495802,,
1.86968E+11,480215,,
1.87054E+11,498983,,
1.8707E+11,484087,,
1.87099E+11,481802,,
1.8711E+11,518859,,
1.87131E+11,489919,,
1.87155E+11,484318,,
1.87165E+11,488791,,
1.87198E+11,487194,,
1.87215E+11,495532,,
1.87348E+11,495022,,
1.87441E+11,487055,,
1.87457E+11,492922,,
1.87471E+11,487996,,
1.87476E+11,496669,,
1.87527E+11,487647,,
1.87559E+11,495653,,
1.87628E+11,480424,,
1.877E+11,495097,,
1.87701E+11,502085,,
1.8771E+11,486011,,
1.87717E+11,498048,,
1.87722E+11,494893,,
1.87765E+11,488372,,
1.87804E+11,486310,,
1.87839E+11,489000,15813685,1.88327E+11
1.87856E+11,498178,,
1.87864E+11,491534,,
1.87869E+11,492419,,
1.87889E+11,501061,,
1.87937E+11,498527,,
1.87977E+11,482856,,
1.88062E+11,501716,,
1.88074E+11,486752,,
1.88106E+11,484508,,
1.8812E+11,521804,,
1.88137E+11,492737,,
1.88163E+11,486877,,
1.88173E+11,491392,,
1.88206E+11,489787,,
1.8822E+11,498230,,
1.88356E+11,497820,,
1.88445E+11,489720,,
1.88463E+11,495782,,
1.88479E+11,490621,,
1.88481E+11,499326,,
1.88533E+11,490196,,
1.88565E+11,498369,,
1.88634E+11,483131,,
1.88709E+11,497898,,
1.88709E+11,504745,,
1.88716E+11,488580,,
1.88728E+11,497603,,
1.88733E+11,500857,,
1.88773E+11,491014,,
1.88813E+11,488981,,
1.88849E+11,491664,,
1.88861E+11,500947,15912246,1.89366E+11
1.8887E+11,494207,,
1.88874E+11,495089,,
1.88895E+11,503831,,
1.88943E+11,501197,,
1.88985E+11,485506,,
1.8907E+11,504365,,
1.89084E+11,489546,,
1.89111E+11,487034,,
1.89128E+11,524483,,
1.89143E+11,495488,,
1.89172E+11,489663,,
1.8918E+11,494082,,
1.89213E+11,492641,,
1.89225E+11,500986,,
1.89365E+11,500538,,
1.89451E+11,492548,,
1.89468E+11,498497,,
1.89487E+11,502069,,
1.89488E+11,493242,,
1.89538E+11,492850,,
1.89569E+11,501064,,
1.89638E+11,485843,,
1.89717E+11,507427,,
1.89717E+11,500648,,
1.8972E+11,491180,,
1.89733E+11,500311,,
1.8975E+11,503572,,
1.89781E+11,493722,,
1.8982E+11,491621,,
1.89857E+11,494346,,
1.89867E+11,503703,,
1.89875E+11,496938,15994841,1.90405E+11
1.8988E+11,497885,,
1.899E+11,506563,,
1.8995E+11,503940,,
1.89994E+11,488135,,
1.90079E+11,507131,,
1.9009E+11,492181,,
1.90115E+11,489722,,
1.90136E+11,527253,,
1.90148E+11,498172,,
1.90179E+11,492407,,
1.9019E+11,496808,,
1.90221E+11,495347,,
1.9023E+11,503737,,
1.90373E+11,503217,,
1.90458E+11,495214,,
1.90473E+11,501168,,
1.90492E+11,504715,,
1.90495E+11,495952,,
1.90544E+11,495710,,
1.90574E+11,503824,,
1.90642E+11,488394,,
1.90725E+11,510227,,
1.90725E+11,503324,,
1.90728E+11,493904,,
1.90746E+11,502981,,
1.90759E+11,506292,,
1.9079E+11,496339,,
1.90828E+11,494303,,
1.90865E+11,497076,,
1.90872E+11,506395,,
1.90881E+11,499587,,
1.90885E+11,500615,16085170,1.91443E+11
1.90906E+11,509256,,
1.90955E+11,506728,,
1.91003E+11,490792,,
1.91086E+11,509931,,
1.91095E+11,494953,,
1.91122E+11,492532,,
1.91144E+11,529979,,
1.91155E+11,500946,,
1.91188E+11,495086,,
1.91198E+11,499458,,
1.91229E+11,498062,,
1.91235E+11,506439,,
1.91384E+11,505850,,
1.91462E+11,497990,,
1.91478E+11,503913,,
1.91496E+11,507394,,
1.91505E+11,498808,,
1.91549E+11,498412,,
1.9158E+11,506548,,
1.91649E+11,491035,,
1.91732E+11,496529,,
1.91733E+11,513014,,
1.91734E+11,505973,,
1.91752E+11,505587,,
1.91768E+11,508898,,
1.91798E+11,499088,,
1.91835E+11,497036,,
1.91874E+11,499766,,
1.91878E+11,509014,,
1.91886E+11,502242,,
1.9189E+11,503296,,
1.91911E+11,511894,16182210,1.92482E+11
1.91961E+11,509446,,
1.92011E+11,493395,,
1.92095E+11,512730,,
1.92101E+11,497705,,
1.92127E+11,495190,,
1.92152E+11,532753,,
1.92162E+11,503703,,
1.92196E+11,497887,,
1.92206E+11,502172,,
1.92238E+11,500856,,
1.92241E+11,509074,,
1.92391E+11,508523,,
1.92467E+11,500753,,
1.92485E+11,506697,,
1.92502E+11,510185,,
1.92512E+11,501464,,
1.92555E+11,501094,,
1.92587E+11,509242,,
1.92654E+11,493725,,
1.92737E+11,499220,,
1.92741E+11,508632,,
1.92742E+11,515303,,
1.92757E+11,508297,,
1.92775E+11,511630,,
1.92807E+11,501838,,
1.92844E+11,499711,,
1.92882E+11,502399,,
1.92883E+11,511711,,
1.9289E+11,504944,,
1.92896E+11,505935,,
1.92917E+11,514102,,
1.92967E+11,512092,16266889,1.93522E+11
1.93018E+11,496068,,
1.93104E+11,514920,,
1.93105E+11,500386,,
1.93132E+11,497972,,
1.93159E+11,535432,,
1.93167E+11,506394,,
1.93206E+11,500630,,
1.93213E+11,504859,,
1.93247E+11,503566,,
1.93247E+11,511766,,
1.93399E+11,511302,,
1.93472E+11,503420,,
1.9349E+11,509405,,
1.93506E+11,512984,,
1.9352E+11,504152,,
1.93561E+11,503857,,
1.93592E+11,511890,,
1.93659E+11,496329,,
1.93742E+11,501975,,
1.9375E+11,511395,,
1.93751E+11,518011,,
1.93762E+11,511005,,
1.9379E+11,513911,,
1.93814E+11,504478,,
1.9385E+11,502352,,
1.93888E+11,513952,,
1.93896E+11,507594,,
1.939E+11,505131,,
1.93901E+11,508578,,
1.93922E+11,516828,,
1.93971E+11,514255,,
1.94025E+11,498900,16338483,1.94562E+11
1.94109E+11,503057,,
1.94113E+11,517537,,
1.94139E+11,500738,,
1.94167E+11,538005,,
1.94171E+11,509001,,
1.94214E+11,503312,,
1.94221E+11,507532,,
1.94252E+11,513994,,
1.94255E+11,506289,,
1.94407E+11,513800,,
1.94477E+11,506098,,
1.94496E+11,512046,,
1.94513E+11,515254,,
1.94529E+11,506943,,
1.94566E+11,506605,,
1.94597E+11,514086,,
1.94665E+11,499076,,
1.94748E+11,504617,,
1.94759E+11,520905,,
1.94759E+11,513799,,
1.94767E+11,513615,,
1.94798E+11,516594,,
1.94822E+11,507234,,
1.94859E+11,505062,,
1.94893E+11,516646,,
1.94901E+11,510381,,
1.94907E+11,511349,,
1.94909E+11,507805,,
1.94928E+11,519646,,
1.94977E+11,516977,,
1.95033E+11,501580,,
1.95114E+11,505663,16430614,1.95605E+11
1.95122E+11,520490,,
1.95145E+11,503407,,
1.95175E+11,540855,,
1.95176E+11,511700,,
1.95222E+11,505951,,
1.95231E+11,510335,,
1.95257E+11,516710,,
1.95263E+11,508891,,
1.95481E+11,508720,,
1.95494E+11,516325,,
1.95501E+11,514213,,
1.95519E+11,517916,,
1.95537E+11,509735,,
1.95572E+11,509298,,
1.95602E+11,516818,,
1.95671E+11,501819,,
1.95754E+11,507325,,
1.95765E+11,516179,,
1.95766E+11,523639,,
1.95774E+11,515891,,
1.95813E+11,519336,,
1.9583E+11,510016,,
1.95867E+11,507716,,
1.95898E+11,519377,,
1.95907E+11,513114,,
1.95912E+11,513799,,
1.95918E+11,510546,,
1.95932E+11,522365,,
1.95982E+11,519865,,
1.96042E+11,504253,,
1.96119E+11,508347,,
1.9613E+11,523273,16535061,1.96644E+11
1.9615E+11,506079,,
1.96182E+11,513947,,
1.96184E+11,543618,,
1.96231E+11,508610,,
1.96239E+11,513084,,
1.96263E+11,519445,,
1.96272E+11,511613,,
1.96486E+11,511456,,
1.96502E+11,519172,,
1.96507E+11,516939,,
1.96524E+11,520798,,
1.96546E+11,512480,,
1.96578E+11,511935,,
1.96608E+11,519622,,
1.96675E+11,504449,,
1.96759E+11,510088,,
1.96773E+11,519080,,
1.96775E+11,526328,,
1.96779E+11,518804,,
1.96831E+11,522229,,
1.96839E+11,512831,,
1.96875E+11,510481,,
1.96903E+11,522219,,
1.96912E+11,515444,,
1.96916E+11,516102,,
1.96927E+11,513288,,
1.96937E+11,525129,,
1.96988E+11,522551,,
1.97052E+11,507029,,
1.97123E+11,511101,,
1.97137E+11,525837,,
1.97156E+11,508705,16605915,1.97683E+11
1.97187E+11,516636,,
1.97192E+11,546413,,
1.97238E+11,511375,,
1.97247E+11,515408,,
1.97268E+11,522251,,
1.9728E+11,513900,,
1.97491E+11,513799,,
1.9751E+11,522135,,
1.97513E+11,519824,,
1.9753E+11,523582,,
1.97555E+11,514611,,
1.97583E+11,514130,,
1.97613E+11,522353,,
1.97681E+11,507206,,
1.97766E+11,512933,,
1.97781E+11,522069,,
1.97783E+11,528968,,
1.97784E+11,521738,,
1.97839E+11,525046,,
1.97847E+11,515076,,
1.97883E+11,513230,,
1.97909E+11,525037,,
1.97918E+11,518164,,
1.97922E+11,519027,,
1.97936E+11,515606,,
1.97942E+11,527970,,
1.97993E+11,525183,,
1.98061E+11,509832,,
1.98128E+11,513684,,
1.98146E+11,528579,,
1.98161E+11,511445,,
1.98191E+11,519354,16702242,1.98722E+11
1.98201E+11,549175,,
1.98245E+11,513799,,
1.98255E+11,518135,,
1.98277E+11,525078,,
1.98289E+11,516538,,
1.98495E+11,516248,,
1.98517E+11,522506,,
1.98518E+11,524840,,
1.98536E+11,526194,,
1.98563E+11,517266,,
1.98588E+11,516848,,
1.98619E+11,525128,,
1.98687E+11,509985,,
1.98771E+11,515175,,
1.98789E+11,524751,,
1.98791E+11,524406,,
1.98791E+11,531684,,
1.98848E+11,527810,,
1.98855E+11,517695,,
1.98891E+11,515553,,
1.98915E+11,527793,,
1.98923E+11,521091,,
1.98928E+11,521988,,
1.98946E+11,518418,,
1.98948E+11,530733,,
1.98999E+11,528129,,
1.9907E+11,512620,,
1.99134E+11,515939,,
1.99155E+11,531350,,
1.99168E+11,513799,,
1.99195E+11,522214,,
1.99209E+11,551893,16822972,1.99761E+11
1.99251E+11,516147,,
1.99262E+11,521062,,
1.99283E+11,527844,,
1.99297E+11,519292,,
1.995E+11,519119,,
1.99522E+11,525170,,
1.99526E+11,527632,,
1.99541E+11,528847,,
1.99571E+11,520255,,
1.99593E+11,519676,,
1.99624E+11,527960,,
1.99692E+11,512781,,
1.99776E+11,517803,,
1.99797E+11,527148,,
1.99797E+11,527553,,
1.99799E+11,534497,,
1.99856E+11,530601,,
1.99863E+11,520606,,
1.99899E+11,518322,,
1.9992E+11,530570,,
1.99929E+11,523774,,
1.99933E+11,524676,,
1.99955E+11,521392,,
1.99956E+11,533510,,
2.00005E+11,530875,,
2.00079E+11,514768,,
2.00139E+11,518863,,
2.00163E+11,534264,,
2.00195E+11,516325,,
2.002E+11,525013,,
2.00218E+11,554734,,
2.0026E+11,519056,16879109,2.00801E+11
2.00271E+11,523754,,
2.00288E+11,530626,,
2.00305E+11,522194,,
2.00506E+11,522099,,
2.00528E+11,528102,,
2.00534E+11,530402,,
2.00547E+11,531554,,
2.00581E+11,522972,,
2.00598E+11,522387,,
2.0063E+11,530719,,
2.00697E+11,514997,,
2.00781E+11,520692,,
2.00803E+11,529885,,
2.00805E+11,530309,,
2.00808E+11,537377,,
2.00864E+11,533361,,
2.00871E+11,523431,,
2.00908E+11,521313,,
2.00925E+11,533325,,
2.00934E+11,526497,,
2.0094E+11,527454,,
2.00962E+11,536314,,
2.00963E+11,524069,,
2.01012E+11,533666,,
2.01087E+11,517391,,
2.01146E+11,521795,,
2.01171E+11,537037,,
2.01202E+11,519164,,
2.01206E+11,527767,,
2.01226E+11,557354,,
2.01269E+11,522046,,
2.01279E+11,526488,16974081,2.0184E+11
2.01293E+11,533379,,
2.01314E+11,524982,,
2.01512E+11,524782,,
2.01533E+11,530831,,
2.01543E+11,533170,,
2.01553E+11,534418,,
2.01589E+11,525586,,
2.01605E+11,525135,,
2.01635E+11,533486,,
2.01704E+11,517601,,
2.01787E+11,523505,,
2.01809E+11,532628,,
2.01813E+11,533072,,
2.01817E+11,540127,,
2.01872E+11,536173,,
2.0188E+11,525992,,
2.01916E+11,523973,,
2.01932E+11,536137,,
2.0194E+11,529128,,
2.01946E+11,530205,,
2.01968E+11,539024,,
2.01972E+11,526748,,
2.02017E+11,536431,,
2.02094E+11,520375,,
2.02152E+11,524472,,
2.02179E+11,539761,,
2.02209E+11,522129,,
2.02212E+11,530543,,
2.02234E+11,559942,,
2.02277E+11,524731,,
2.02286E+11,529127,,
2.02298E+11,536187,17071494,2.02878E+11
2.02322E+11,527749,,
2.02518E+11,527574,,
2.0254E+11,533631,,
2.02551E+11,535965,,
2.02558E+11,537272,,
2.02599E+11,528313,,
2.0261E+11,527994,,
2.02642E+11,536296,,
2.02709E+11,520526,,
2.02792E+11,526066,,
2.02814E+11,535265,,
2.0282E+11,535841,,
2.02825E+11,542886,,
2.0288E+11,538845,,
2.02886E+11,528707,,
2.02925E+11,526680,,
2.02938E+11,538783,,
2.02946E+11,531788,,
2.02952E+11,532977,,
2.02973E+11,541682,,
2.0298E+11,529525,,
2.03022E+11,539186,,
2.03102E+11,523100,,
2.03156E+11,527228,,
2.03187E+11,542556,,
2.03216E+11,524831,,
2.03217E+11,533302,,
2.03241E+11,562585,,
2.03285E+11,527516,,
2.03294E+11,531793,,
2.03302E+11,538845,,
2.03332E+11,530537,17152883,2.03917E+11
2.03524E+11,530330,,
2.03546E+11,536404,,
2.0356E+11,538589,,
2.03563E+11,539961,,
2.03608E+11,531250,,
2.03616E+11,530750,,
2.03647E+11,538996,,
2.03714E+11,523318,,
2.03796E+11,528759,,
2.0382E+11,537903,,
2.03827E+11,538438,,
2.03832E+11,545656,,
2.03889E+11,541487,,
2.03895E+11,531409,,
2.03933E+11,529412,,
2.03943E+11,541409,,
2.03951E+11,534589,,
2.03957E+11,535691,,
2.03978E+11,544286,,
2.03987E+11,532130,,
2.04026E+11,541856,,
2.0411E+11,525709,,
2.04162E+11,529954,,
2.04196E+11,545341,,
2.04222E+11,536105,,
2.04222E+11,527625,,
2.0425E+11,565331,,
2.04294E+11,530277,,
2.04303E+11,534605,,
2.04307E+11,541474,,
2.0434E+11,533302,,
2.04529E+11,533090,17242309,2.04962E+11
2.0455E+11,539148,,
2.04567E+11,541224,,
2.04568E+11,542735,,
2.04617E+11,534017,,
2.04625E+11,533531,,
2.04652E+11,541643,,
2.0472E+11,525864,,
2.04801E+11,531448,,
2.04825E+11,540758,,
2.04836E+11,541109,,
2.04841E+11,548395,,
2.04896E+11,544146,,
2.04903E+11,534344,,
2.04941E+11,532016,,
2.04948E+11,544085,,
2.04957E+11,537439,,
2.04971E+11,538314,,
2.04983E+11,546981,,
2.04995E+11,534853,,
2.05032E+11,544448,,
2.0512E+11,528399,,
2.05167E+11,532720,,
2.05204E+11,547890,,
2.05227E+11,538742,,
2.05229E+11,530386,,
2.05258E+11,567986,,
2.05302E+11,533046,,
2.05311E+11,537453,,
2.05312E+11,544127,,
2.05348E+11,536116,,
2.05535E+11,535856,,
2.05556E+11,541810,17338288,2.06E+11
2.05573E+11,545523,,
2.05575E+11,543974,,
2.05625E+11,536827,,
2.0563E+11,536324,,
2.05657E+11,544252,,
2.05725E+11,528594,,
2.05807E+11,534373,,
2.05831E+11,543527,,
2.05845E+11,543906,,
2.05848E+11,551008,,
2.05905E+11,546867,,
2.05911E+11,537159,,
2.05949E+11,534787,,
2.05953E+11,546817,,
2.05963E+11,540225,,
2.05976E+11,541019,,
2.0599E+11,549776,,
2.06004E+11,537651,,
2.06038E+11,547107,,
2.06127E+11,531297,,
2.06172E+11,535369,,
2.06212E+11,550543,,
2.06233E+11,541366,,
2.06234E+11,533139,,
2.06266E+11,570517,,
2.06311E+11,535808,,
2.06318E+11,546852,,
2.06321E+11,540252,,
2.06355E+11,538762,,
2.0654E+11,538447,,
2.06561E+11,544410,,
2.06579E+11,548163,17432029,2.07039E+11
2.06582E+11,546715,,
2.06634E+11,539532,,
2.06636E+11,539035,,
2.06662E+11,546956,,
2.0673E+11,531346,,
2.06813E+11,537188,,
2.06838E+11,546315,,
2.06853E+11,546623,,
2.06857E+11,553632,,
2.06912E+11,549660,,
2.0692E+11,539869,,
2.06957E+11,537568,,
2.06958E+11,549581,,
2.06968E+11,542968,,
2.06982E+11,543825,,
2.06997E+11,552531,,
2.07013E+11,540475,,
2.07044E+11,549882,,
2.07136E+11,534142,,
2.07176E+11,537964,,
2.0722E+11,553287,,
2.07238E+11,544050,,
2.0724E+11,535925,,
2.07274E+11,573411,,
2.07318E+11,538403,,
2.07324E+11,549627,,
2.0733E+11,543014,,
2.07364E+11,541402,,
2.07545E+11,541106,,
2.07566E+11,547071,,
2.07584E+11,550763,,
2.07591E+11,549511,17521818,2.08077E+11
2.07641E+11,541689,,
2.07643E+11,542382,,
2.07667E+11,549744,,
2.07735E+11,534265,,
2.07818E+11,539885,,
2.07843E+11,548977,,
2.07864E+11,549455,,
2.07864E+11,556394,,
2.07921E+11,552462,,
2.07928E+11,542657,,
2.07963E+11,552402,,
2.07965E+11,540412,,
2.07973E+11,545711,,
2.07988E+11,546535,,
2.08002E+11,555371,,
2.08021E+11,543318,,
2.08049E+11,552636,,
2.08144E+11,536917,,
2.08182E+11,540815,,
2.08228E+11,556020,,
2.08244E+11,546795,,
2.08245E+11,538525,,
2.08284E+11,576088,,
2.08326E+11,541078,,
2.08329E+11,552439,,
2.08338E+11,545752,,
2.08372E+11,544088,,
2.08552E+11,543898,,
2.08571E+11,549844,,
2.08589E+11,553453,,
2.08599E+11,552300,,
2.08645E+11,544290,17604337,2.09117E+11
2.08652E+11,545039,,
2.08672E+11,552509,,
2.08741E+11,537017,,
2.08824E+11,542664,,
2.08848E+11,551795,,
2.0887E+11,559048,,
2.08872E+11,552213,,
2.08929E+11,555252,,
2.08936E+11,545457,,
2.08969E+11,555160,,
